island,site,transect,status,short,size,taxa,morphology
Salisi Kecil,SKH,4,healthy,milb,6,Millepora,branching
Salisi Kecil,SKH,4,healthy,serb,25,Seriatopora,branching
Salisi Kecil,SKH,4,healthy,mopp,15,Montipora,plating
Salisi Kecil,SKH,4,healthy,mopp,5,Montipora,plating
Salisi Kecil,SKH,4,healthy,fun,11,Fungia,freeliving
Salisi Kecil,SKH,4,healthy,fun,13,Fungia,freeliving
Salisi Kecil,SKH,4,healthy,mopb,53,Montipora,branching
Salisi Kecil,SKH,4,healthy,mopb,33,Montipora,branching
Salisi Kecil,SKH,4,healthy,merp,8,Merulina,plating
Salisi Kecil,SKH,4,healthy,acrt,18,Acropora,table
Salisi Kecil,SKH,4,healthy,fatm,21,Favites,massive
Salisi Kecil,SKH,4,healthy,acro,23,Acropora,corymbose
Salisi Kecil,SKH,4,healthy,milb,6,Millepora,branching
Salisi Kecil,SKH,4,healthy,acrb,7,Acropora,caespitose
Salisi Kecil,SKH,4,healthy,mopb,34,Montipora,branching
Salisi Kecil,SKH,4,healthy,mopb,50,Montipora,branching
Salisi Kecil,SKH,4,healthy,mopb,11,Montipora,branching
Salisi Kecil,SKH,4,healthy,milb,46,Millepora,branching
Salisi Kecil,SKH,4,healthy,acrb,17,Acropora,caespitose
Salisi Kecil,SKH,4,healthy,acrb,9,Acropora,caespitose
Salisi Kecil,SKH,4,healthy,acrb,18,Acropora,caespitose
Salisi Kecil,SKH,4,healthy,mopb,28,Montipora,branching
Salisi Kecil,SKH,4,healthy,serb,16,Seriatopora,branching
Salisi Kecil,SKH,4,healthy,serb,15,Seriatopora,branching
Salisi Kecil,SKH,4,healthy,mopp,7,Montipora,plating
Salisi Kecil,SKH,4,healthy,mopp,6,Montipora,plating
Salisi Kecil,SKH,4,healthy,acrb,39,Acropora,caespitose
Salisi Kecil,SKH,4,healthy,acrb,18,Acropora,caespitose
Salisi Kecil,SKH,4,healthy,serb,37,Seriatopora,branching
Salisi Kecil,SKH,4,healthy,mopb,5,Montipora,branching
Salisi Kecil,SKH,4,healthy,mopb,7,Montipora,branching
Salisi Kecil,SKH,4,healthy,fun,6,Fungia,freeliving
Salisi Kecil,SKH,4,healthy,porm,65,Porites,massive
Salisi Kecil,SKH,4,healthy,pocb,7,Pocillopora,branching
Salisi Kecil,SKH,4,healthy,pocb,5,Pocillopora,branching
Salisi Kecil,SKH,4,healthy,pore,7,Porites,encrusting
Salisi Kecil,SKH,4,healthy,fate,20,Favites,encrusting
Salisi Kecil,SKH,4,healthy,mopp,17,Montipora,plating
Salisi Kecil,SKH,4,healthy,mopp,7,Montipora,plating
Salisi Kecil,SKH,4,healthy,acrb,46,Acropora,caespitose
Gusung Bontosua,GBH1,1,healthy,pocb,36,Pocillopora,branching
Gusung Bontosua,GBH1,1,healthy,fun,6,Fungia,freeliving
Gusung Bontosua,GBH1,1,healthy,acrb,3,Acropora,caespitose
Gusung Bontosua,GBH1,1,healthy,acrb,4,Acropora,caespitose
Gusung Bontosua,GBH1,1,healthy,acrb,3,Acropora,caespitose
Gusung Bontosua,GBH1,1,healthy,acrb,30,Acropora,caespitose
Gusung Bontosua,GBH1,1,healthy,serb,3,Seriatopora,branching
Gusung Bontosua,GBH1,1,healthy,acrb,82,Acropora,caespitose
Gusung Bontosua,GBH1,1,healthy,mopp,8,Montipora,plating
Gusung Bontosua,GBH1,1,healthy,mopp,7,Montipora,plating
Gusung Bontosua,GBH1,1,healthy,mopp,32,Montipora,plating
Gusung Bontosua,GBH1,1,healthy,acrb,4,Acropora,caespitose
Gusung Bontosua,GBH1,1,healthy,serb,7,Seriatopora,branching
Gusung Bontosua,GBH1,1,healthy,acrt,20,Acropora,table
Gusung Bontosua,GBH1,1,healthy,acrt,60,Acropora,table
Gusung Bontosua,GBH1,1,healthy,serb,12,Seriatopora,branching
Gusung Bontosua,GBH1,1,healthy,fun,6,Fungia,freeliving
Gusung Bontosua,GBH1,1,healthy,serb,3,Seriatopora,branching
Gusung Bontosua,GBH1,1,healthy,fun,8,Fungia,freeliving
Gusung Bontosua,GBH1,1,healthy,acrb,24,Acropora,caespitose
Gusung Bontosua,GBH1,1,healthy,serb,5,Seriatopora,branching
Gusung Bontosua,GBH1,1,healthy,serb,3,Seriatopora,branching
Gusung Bontosua,GBH1,1,healthy,mopp,13,Montipora,plating
Gusung Bontosua,GBH1,1,healthy,mopp,8,Montipora,plating
Gusung Bontosua,GBH1,1,healthy,mopp,6,Montipora,plating
Gusung Bontosua,GBH1,1,healthy,serb,6,Seriatopora,branching
Gusung Bontosua,GBH1,1,healthy,serb,4,Seriatopora,branching
Gusung Bontosua,GBH1,1,healthy,acro,19,Acropora,corymbose
Gusung Bontosua,GBH1,1,healthy,serb,32,Seriatopora,branching
Gusung Bontosua,GBH1,1,healthy,acrb,4,Acropora,caespitose
Gusung Bontosua,GBH1,1,healthy,acrt,24,Acropora,table
Gusung Bontosua,GBH1,1,healthy,serb,13,Seriatopora,branching
Gusung Bontosua,GBH1,1,healthy,pore,15,Porites,encrusting
Gusung Bontosua,GBH1,1,healthy,pore,16,Porites,encrusting
Gusung Bontosua,GBH1,1,healthy,acrt,15,Acropora,table
Gusung Bontosua,GBH1,1,healthy,acrt,95,Acropora,table
Gusung Bontosua,GBH1,1,healthy,porb,13,Porites,branching
Gusung Bontosua,GBH1,1,healthy,acrb,130,Acropora,caespitose
Gusung Bontosua,GBH1,2,healthy,serb,4,Seriatopora,branching
Gusung Bontosua,GBH1,2,healthy,serb,10,Seriatopora,branching
Gusung Bontosua,GBH1,2,healthy,acrb,99,Acropora,caespitose
Gusung Bontosua,GBH1,2,healthy,fun,8,Fungia,freeliving
Gusung Bontosua,GBH1,2,healthy,fun,6,Fungia,freeliving
Gusung Bontosua,GBH1,2,healthy,acrb,62,Acropora,caespitose
Gusung Bontosua,GBH1,2,healthy,acrb,48,Acropora,caespitose
Gusung Bontosua,GBH1,2,healthy,serb,10,Seriatopora,branching
Gusung Bontosua,GBH1,2,healthy,serb,25,Seriatopora,branching
Gusung Bontosua,GBH1,2,healthy,serb,12,Seriatopora,branching
Gusung Bontosua,GBH1,2,healthy,acrb,51,Acropora,caespitose
Gusung Bontosua,GBH1,2,healthy,acrb,38,Acropora,caespitose
Gusung Bontosua,GBH1,2,healthy,fun,5,Fungia,freeliving
Gusung Bontosua,GBH1,2,healthy,fun,10,Fungia,freeliving
Gusung Bontosua,GBH1,2,healthy,fun,6,Fungia,freeliving
Gusung Bontosua,GBH1,2,healthy,acrb,6,Acropora,caespitose
Gusung Bontosua,GBH1,2,healthy,acrb,5,Acropora,caespitose
Gusung Bontosua,GBH1,2,healthy,mopp,6,Montipora,plating
Gusung Bontosua,GBH1,2,healthy,mopp,10,Montipora,plating
Gusung Bontosua,GBH1,2,healthy,serb,22,Seriatopora,branching
Gusung Bontosua,GBH1,2,healthy,serb,10,Seriatopora,branching
Gusung Bontosua,GBH1,2,healthy,serb,7,Seriatopora,branching
Gusung Bontosua,GBH1,2,healthy,serb,8,Seriatopora,branching
Gusung Bontosua,GBH1,2,healthy,fun,12,Fungia,freeliving
Gusung Bontosua,GBH1,2,healthy,fun,6,Fungia,freeliving
Gusung Bontosua,GBH1,2,healthy,fun,10,Fungia,freeliving
Gusung Bontosua,GBH1,2,healthy,serb,21,Seriatopora,branching
Gusung Bontosua,GBH1,2,healthy,acro,12,Acropora,corymbose
Gusung Bontosua,GBH1,2,healthy,acro,8,Acropora,corymbose
Gusung Bontosua,GBH1,2,healthy,acro,11,Acropora,corymbose
Gusung Bontosua,GBH1,2,healthy,acrt,91,Acropora,table
Gusung Bontosua,GBH1,2,healthy,acrt,17,Acropora,table
Gusung Bontosua,GBH1,2,healthy,acrb,12,Acropora,caespitose
Gusung Bontosua,GBH1,2,healthy,pore,14,Porites,encrusting
Gusung Bontosua,GBH1,2,healthy,acrb,125,Acropora,caespitose
Gusung Bontosua,GBH1,2,healthy,acrb,40,Acropora,caespitose
Gusung Bontosua,GBH1,2,healthy,acrb,24,Acropora,caespitose
Gusung Bontosua,GBH1,2,healthy,serb,15,Seriatopora,branching
Gusung Bontosua,GBH1,2,healthy,acrb,16,Acropora,caespitose
Gusung Bontosua,GBH1,2,healthy,acrb,14,Acropora,caespitose
Gusung Bontosua,GBH1,2,healthy,acro,11,Acropora,corymbose
Gusung Bontosua,GBH1,2,healthy,isos,30,Isopora,submassive
Gusung Bontosua,GBH1,2,healthy,isos,41,Isopora,submassive
Gusung Bontosua,GBH1,2,healthy,favm,12,Favia,massive
Gusung Bontosua,GBH1,2,healthy,isos,32,Isopora,submassive
Gusung Bontosua,GBH1,2,healthy,isos,10,Isopora,submassive
Gusung Bontosua,GBH1,2,healthy,isos,11,Isopora,submassive
Gusung Bontosua,GBH1,2,healthy,acrb,18,Acropora,caespitose
Gusung Bontosua,GBH1,2,healthy,acrb,64,Acropora,caespitose
Gusung Bontosua,GBH1,2,healthy,acrt,20,Acropora,table
Gusung Bontosua,GBH1,2,healthy,galm,8,Galaxea,massive
Gusung Bontosua,GBH1,2,healthy,mopp,6,Montipora,plating
Gusung Bontosua,GBH1,2,healthy,mopp,10,Montipora,plating
Gusung Bontosua,GBH1,3,healthy,cype,12,Cyphastrea,encrusting
Gusung Bontosua,GBH1,3,healthy,cype,19,Cyphastrea,encrusting
Gusung Bontosua,GBH1,3,healthy,acro,12,Acropora,corymbose
Gusung Bontosua,GBH1,3,healthy,fun,6,Fungia,freeliving
Gusung Bontosua,GBH1,3,healthy,acrb,110,Acropora,caespitose
Gusung Bontosua,GBH1,3,healthy,acrb,10,Acropora,caespitose
Gusung Bontosua,GBH1,3,healthy,pore,5,Porites,encrusting
Gusung Bontosua,GBH1,3,healthy,isos,6,Isopora,submassive
Gusung Bontosua,GBH1,3,healthy,acrb,26,Acropora,caespitose
Gusung Bontosua,GBH1,3,healthy,acrb,28,Acropora,caespitose
Gusung Bontosua,GBH1,3,healthy,acrb,49,Acropora,caespitose
Gusung Bontosua,GBH1,3,healthy,acro,7,Acropora,corymbose
Gusung Bontosua,GBH1,3,healthy,pore,7,Porites,encrusting
Gusung Bontosua,GBH1,3,healthy,mope,17,Montipora,encrusting
Gusung Bontosua,GBH1,3,healthy,mope,26,Montipora,encrusting
Gusung Bontosua,GBH1,3,healthy,serb,15,Seriatopora,branching
Gusung Bontosua,GBH1,3,healthy,serb,4,Seriatopora,branching
Gusung Bontosua,GBH1,3,healthy,serb,20,Seriatopora,branching
Gusung Bontosua,GBH1,3,healthy,serb,25,Seriatopora,branching
Gusung Bontosua,GBH1,3,healthy,acrb,5,Acropora,caespitose
Gusung Bontosua,GBH1,3,healthy,acrb,46,Acropora,caespitose
Gusung Bontosua,GBH1,3,healthy,gonm,17,Goniastrea,massive
Gusung Bontosua,GBH1,3,healthy,porm,7,Porites,massive
Gusung Bontosua,GBH1,3,healthy,acrb,6,Acropora,caespitose
Gusung Bontosua,GBH1,3,healthy,acrb,25,Acropora,caespitose
Gusung Bontosua,GBH1,3,healthy,acrb,52,Acropora,caespitose
Gusung Bontosua,GBH1,3,healthy,pore,12,Porites,encrusting
Gusung Bontosua,GBH1,3,healthy,mope,12,Montipora,encrusting
Gusung Bontosua,GBH1,3,healthy,acrt,35,Acropora,table
Gusung Bontosua,GBH1,3,healthy,acrt,68,Acropora,table
Gusung Bontosua,GBH1,3,healthy,acrd,17,Acropora,digitate
Gusung Bontosua,GBH1,3,healthy,acrt,57,Acropora,table
Gusung Bontosua,GBH1,3,healthy,isos,19,Isopora,submassive
Gusung Bontosua,GBH1,3,healthy,porm,10,Porites,massive
Gusung Bontosua,GBH1,3,healthy,porm,14,Porites,massive
Gusung Bontosua,GBH1,3,healthy,cype,13,Cyphastrea,encrusting
Gusung Bontosua,GBH1,3,healthy,fatm,39,Favites,massive
Gusung Bontosua,GBH1,4,healthy,porm,8,Porites,massive
Gusung Bontosua,GBH1,4,healthy,porm,10,Porites,massive
Gusung Bontosua,GBH1,4,healthy,porm,7,Porites,massive
Gusung Bontosua,GBH1,4,healthy,porm,9,Porites,massive
Gusung Bontosua,GBH1,4,healthy,porm,19,Porites,massive
Gusung Bontosua,GBH1,4,healthy,porm,7,Porites,massive
Gusung Bontosua,GBH1,4,healthy,pave,8,Pavona,encrusting
Gusung Bontosua,GBH1,4,healthy,fate,6,Favites,encrusting
Gusung Bontosua,GBH1,4,healthy,isos,22,Isopora,submassive
Gusung Bontosua,GBH1,4,healthy,isos,14,Isopora,submassive
Gusung Bontosua,GBH1,4,healthy,isos,17,Isopora,submassive
Gusung Bontosua,GBH1,4,healthy,fatm,10,Favites,massive
Gusung Bontosua,GBH1,4,healthy,styb,14,Stylophora,branching
Gusung Bontosua,GBH1,4,healthy,mope,10,Montipora,encrusting
Gusung Bontosua,GBH1,4,healthy,serb,16,Seriatopora,branching
Gusung Bontosua,GBH1,4,healthy,gonm,23,Goniastrea,massive
Gusung Bontosua,GBH1,4,healthy,favm,20,Favia,massive
Gusung Bontosua,GBH1,4,healthy,pocb,39,Pocillopora,branching
Gusung Bontosua,GBH1,4,healthy,porm,85,Porites,massive
Gusung Bontosua,GBH1,4,healthy,acrt,9,Acropora,table
Gusung Bontosua,GBH1,4,healthy,isos,12,Isopora,submassive
Gusung Bontosua,GBH1,4,healthy,fatm,31,Favites,massive
Gusung Bontosua,GBH1,4,healthy,fatm,19,Favites,massive
Gusung Bontosua,GBH1,4,healthy,galm,4,Galaxea,massive
Gusung Bontosua,GBH1,4,healthy,mope,15,Montipora,encrusting
Gusung Bontosua,GBH1,4,healthy,pavf,12,Pavona,foliose
Gusung Bontosua,GBH1,4,healthy,acro,8,Acropora,corymbose
Gusung Bontosua,GBH1,4,healthy,acro,29,Acropora,corymbose
Gusung Bontosua,GBH1,4,healthy,isos,12,Isopora,submassive
Gusung Bontosua,GBH1,4,healthy,porm,9,Porites,massive
Gusung Bontosua,GBH1,4,healthy,cype,26,Cyphastrea,encrusting
Gusung Bontosua,GBH1,4,healthy,isos,17,Isopora,submassive
Gusung Bontosua,GBH1,4,healthy,isos,18,Isopora,submassive
Gusung Bontosua,GBH1,4,healthy,gonm,17,Goniastrea,massive
Gusung Bontosua,GBH1,4,healthy,mope,21,Montipora,encrusting
Gusung Bontosua,GBH1,4,healthy,isos,26,Isopora,submassive
Gusung Bontosua,GBH1,4,healthy,isos,66,Isopora,submassive
Gusung Bontosua,GBH1,4,healthy,isos,6,Isopora,submassive
Gusung Bontosua,GBH1,4,healthy,isos,85,Isopora,submassive
Gusung Bontosua,GBH1,4,healthy,fatm,12,Favites,massive
Gusung Bontosua,GBH1,4,healthy,isos,30,Isopora,submassive
Gusung Bontosua,GBH1,4,healthy,isos,46,Isopora,submassive
Gusung Bontosua,GBH1,4,healthy,mope,12,Montipora,encrusting
Gusung Bontosua,GBH1,4,healthy,mope,22,Montipora,encrusting
Gusung Bontosua,GBH1,4,healthy,mope,16,Montipora,encrusting
Gusung Bontosua,GBH1,4,healthy,mere,17,Merulina,encrusting
Gusung Bontosua,GBH1,4,healthy,isos,26,Isopora,submassive
Gusung Bontosua,GBH1,4,healthy,isos,18,Isopora,submassive
Gusung Bontosua,GBH1,4,healthy,cypm,24,Cyphastrea,massive
Gusung Bontosua,GBH1,4,healthy,gone,13,Goniastrea,encrusting
Gusung Bontosua,GBH1,4,healthy,acrb,25,Acropora,caespitose
Gusung Bontosua,GBH1,4,healthy,gone,14,Goniastrea,encrusting
Gusung Bontosua,GBH1,4,healthy,porm,22,Porites,massive
Gusung Bontosua,GBH1,4,healthy,gonm,44,Goniastrea,massive
Gusung Bontosua,GBH1,4,healthy,serb,32,Seriatopora,branching
Gusung Bontosua,GBH1,4,healthy,mope,6,Montipora,encrusting
Science Blocks,SCH3,1,healthy,isos,30,Isopora,submassive
Science Blocks,SCH3,1,healthy,fun,6,Fungia,freeliving
Science Blocks,SCH3,1,healthy,mope,8,Montipora,encrusting
Science Blocks,SCH3,1,healthy,porm,30,Porites,massive
Science Blocks,SCH3,1,healthy,galm,7,Galaxea,massive
Science Blocks,SCH3,1,healthy,favm,12,Favia,massive
Science Blocks,SCH3,1,healthy,porb,6,Porites,branching
Science Blocks,SCH3,1,healthy,acrb,15,Acropora,caespitose
Science Blocks,SCH3,1,healthy,isos,52,Isopora,submassive
Science Blocks,SCH3,1,healthy,acrb,30,Acropora,caespitose
Science Blocks,SCH3,1,healthy,acrb,40,Acropora,caespitose
Science Blocks,SCH3,1,healthy,mope,13,Montipora,encrusting
Science Blocks,SCH3,1,healthy,porm,18,Porites,massive
Science Blocks,SCH3,1,healthy,acrb,40,Acropora,caespitose
Science Blocks,SCH3,1,healthy,porb,43,Porites,branching
Science Blocks,SCH3,1,healthy,porb,22,Porites,branching
Science Blocks,SCH3,1,healthy,serb,18,Seriatopora,branching
Science Blocks,SCH3,1,healthy,serb,5,Seriatopora,branching
Science Blocks,SCH3,1,healthy,acrb,112,Acropora,caespitose
Science Blocks,SCH3,1,healthy,isoc,14,Isopora,columnar
Science Blocks,SCH3,1,healthy,isoc,9,Isopora,columnar
Science Blocks,SCH3,1,healthy,isoc,15,Isopora,columnar
Science Blocks,SCH3,1,healthy,pocb,31,Pocillopora,branching
Science Blocks,SCH3,1,healthy,acrt,140,Acropora,table
Science Blocks,SCH3,1,healthy,isos,19,Isopora,submassive
Science Blocks,SCH3,1,healthy,pore,20,Porites,encrusting
Science Blocks,SCH3,1,healthy,acrd,24,Acropora,digitate
Science Blocks,SCH3,1,healthy,acrd,32,Acropora,digitate
Science Blocks,SCH3,1,healthy,porm,10,Porites,massive
Science Blocks,SCH3,1,healthy,porm,16,Porites,massive
Science Blocks,SCH3,1,healthy,porm,5,Porites,massive
Science Blocks,SCH3,1,healthy,porm,7,Porites,massive
Science Blocks,SCH3,1,healthy,acro,11,Acropora,corymbose
Science Blocks,SCH3,1,healthy,isos,13,Isopora,submassive
Science Blocks,SCH3,1,healthy,isos,42,Isopora,submassive
Science Blocks,SCH3,1,healthy,acrb,2,Acropora,caespitose
Science Blocks,SCH3,1,healthy,gonm,100,Goniastrea,massive
Science Blocks,SCH3,1,healthy,acrb,16,Acropora,caespitose
Science Blocks,SCH3,1,healthy,galm,4,Galaxea,massive
Science Blocks,SCH3,1,healthy,serb,19,Seriatopora,branching
Science Blocks,SCH3,1,healthy,acrt,47,Acropora,table
Science Blocks,SCH3,1,healthy,acrt,8,Acropora,table
Science Blocks,SCH3,1,healthy,acrt,26,Acropora,table
Science Blocks,SCH3,1,healthy,isos,24,Isopora,submassive
Science Blocks,SCH3,1,healthy,favm,7,Favia,massive
Science Blocks,SCH3,1,healthy,mope,9,Montipora,encrusting
Science Blocks,SCH3,2,healthy,isoc,62,Isopora,columnar
Science Blocks,SCH3,2,healthy,isoc,23,Isopora,columnar
Science Blocks,SCH3,2,healthy,isoc,100,Isopora,columnar
Science Blocks,SCH3,2,healthy,fatm,19,Favites,massive
Science Blocks,SCH3,2,healthy,fatm,10,Favites,massive
Science Blocks,SCH3,2,healthy,favm,24,Favia,massive
Science Blocks,SCH3,2,healthy,mope,23,Montipora,encrusting
Science Blocks,SCH3,2,healthy,mope,15,Montipora,encrusting
Science Blocks,SCH3,2,healthy,porm,19,Porites,massive
Science Blocks,SCH3,2,healthy,pocb,11,Pocillopora,branching
Science Blocks,SCH3,2,healthy,serb,10,Seriatopora,branching
Science Blocks,SCH3,2,healthy,porb,6,Porites,branching
Science Blocks,SCH3,2,healthy,psae,11,Psammocora,encrusting
Science Blocks,SCH3,2,healthy,isoc,53,Isopora,columnar
Science Blocks,SCH3,2,healthy,isoc,52,Isopora,columnar
Science Blocks,SCH3,2,healthy,serb,13,Seriatopora,branching
Science Blocks,SCH3,2,healthy,porm,16,Porites,massive
Science Blocks,SCH3,2,healthy,porm,8,Porites,massive
Science Blocks,SCH3,2,healthy,isos,10,Isopora,submassive
Science Blocks,SCH3,2,healthy,isos,9,Isopora,submassive
Science Blocks,SCH3,2,healthy,isos,17,Isopora,submassive
Science Blocks,SCH3,2,healthy,porb,16,Porites,branching
Science Blocks,SCH3,2,healthy,galm,5,Galaxea,massive
Science Blocks,SCH3,2,healthy,isos,17,Isopora,submassive
Science Blocks,SCH3,2,healthy,isos,9,Isopora,submassive
Science Blocks,SCH3,2,healthy,isos,6,Isopora,submassive
Science Blocks,SCH3,2,healthy,isos,26,Isopora,submassive
Science Blocks,SCH3,2,healthy,isos,26,Isopora,submassive
Science Blocks,SCH3,2,healthy,porm,82,Porites,massive
Science Blocks,SCH3,2,healthy,gonm,26,Goniastrea,massive
Science Blocks,SCH3,2,healthy,cypm,27,Cyphastrea,massive
Science Blocks,SCH3,2,healthy,isos,24,Isopora,submassive
Science Blocks,SCH3,2,healthy,porb,11,Porites,branching
Science Blocks,SCH3,2,healthy,favm,5,Favia,massive
Science Blocks,SCH3,2,healthy,fatm,30,Favites,massive
Science Blocks,SCH3,2,healthy,isoc,68,Isopora,columnar
Science Blocks,SCH3,2,healthy,isoc,16,Isopora,columnar
Science Blocks,SCH3,2,healthy,porm,16,Porites,massive
Science Blocks,SCH3,2,healthy,mopp,40,Montipora,plating
Science Blocks,SCH3,2,healthy,mopp,30,Montipora,plating
Science Blocks,SCH3,2,healthy,mopp,20,Montipora,plating
Science Blocks,SCH3,2,healthy,favm,20,Favia,massive
Science Blocks,SCH3,2,healthy,isoc,31,Isopora,columnar
Science Blocks,SCH3,2,healthy,porb,20,Porites,branching
Science Blocks,SCH3,2,healthy,porb,4,Porites,branching
Science Blocks,SCH3,2,healthy,pace,12,Pachyseris,encrusting
Science Blocks,SCH3,2,healthy,pocb,4,Pocillopora,branching
Science Blocks,SCH3,2,healthy,serb,6,Seriatopora,branching
Science Blocks,SCH3,2,healthy,mope,5,Montipora,encrusting
Science Blocks,SCH3,2,healthy,mope,32,Montipora,encrusting
Science Blocks,SCH3,2,healthy,isos,5,Isopora,submassive
Science Blocks,SCH3,2,healthy,isos,8,Isopora,submassive
Science Blocks,SCH3,2,healthy,pors,8,Porites,submassive
Science Blocks,SCH3,2,healthy,porm,25,Porites,massive
Science Blocks,SCH3,2,healthy,acro,105,Acropora,corymbose
Science Blocks,SCH3,2,healthy,isos,23,Isopora,submassive
Science Blocks,SCH3,2,healthy,isos,15,Isopora,submassive
Science Blocks,SCH3,2,healthy,porb,14,Porites,branching
Science Blocks,SCH3,2,healthy,porb,34,Porites,branching
Science Blocks,SCH3,2,healthy,acrb,4,Acropora,caespitose
Science Blocks,SCH3,2,healthy,isos,13,Isopora,submassive
Science Blocks,SCH3,3,healthy,isos,43,Isopora,submassive
Science Blocks,SCH3,3,healthy,acro,17,Acropora,corymbose
Science Blocks,SCH3,3,healthy,isoc,32,Isopora,columnar
Science Blocks,SCH3,3,healthy,mope,12,Montipora,encrusting
Science Blocks,SCH3,3,healthy,mope,31,Montipora,encrusting
Science Blocks,SCH3,3,healthy,mope,32,Montipora,encrusting
Science Blocks,SCH3,3,healthy,pore,8,Porites,encrusting
Science Blocks,SCH3,3,healthy,fun,5,Fungia,freeliving
Science Blocks,SCH3,3,healthy,isos,18,Isopora,submassive
Science Blocks,SCH3,3,healthy,isos,11,Isopora,submassive
Science Blocks,SCH3,3,healthy,mope,10,Montipora,encrusting
Science Blocks,SCH3,3,healthy,styb,38,Stylophora,branching
Science Blocks,SCH3,3,healthy,serb,32,Seriatopora,branching
Science Blocks,SCH3,3,healthy,acrb,90,Acropora,caespitose
Science Blocks,SCH3,3,healthy,acrb,3,Acropora,caespitose
Science Blocks,SCH3,3,healthy,acrb,10,Acropora,caespitose
Science Blocks,SCH3,3,healthy,porb,41,Porites,branching
Science Blocks,SCH3,3,healthy,serb,4,Seriatopora,branching
Science Blocks,SCH3,3,healthy,pore,5,Porites,encrusting
Science Blocks,SCH3,3,healthy,fatm,46,Favites,massive
Science Blocks,SCH3,3,healthy,isoc,31,Isopora,columnar
Science Blocks,SCH3,3,healthy,isoc,24,Isopora,columnar
Science Blocks,SCH3,3,healthy,pavm,100,Pavona,massive
Science Blocks,SCH3,3,healthy,isoc,32,Isopora,columnar
Science Blocks,SCH3,3,healthy,isoc,21,Isopora,columnar
Science Blocks,SCH3,3,healthy,porm,6,Porites,massive
Science Blocks,SCH3,3,healthy,porm,19,Porites,massive
Science Blocks,SCH3,3,healthy,isoc,15,Isopora,columnar
Science Blocks,SCH3,3,healthy,acro,13,Acropora,corymbose
Science Blocks,SCH3,3,healthy,acro,5,Acropora,corymbose
Science Blocks,SCH3,3,healthy,acrb,3,Acropora,caespitose
Science Blocks,SCH3,3,healthy,porb,14,Porites,branching
Science Blocks,SCH3,3,healthy,serb,49,Seriatopora,branching
Science Blocks,SCH3,3,healthy,mope,13,Montipora,encrusting
Science Blocks,SCH3,3,healthy,mope,7,Montipora,encrusting
Science Blocks,SCH3,3,healthy,isoc,51,Isopora,columnar
Science Blocks,SCH3,3,healthy,isoc,110,Isopora,columnar
Science Blocks,SCH3,3,healthy,acro,34,Acropora,corymbose
Science Blocks,SCH3,3,healthy,porm,15,Porites,massive
Science Blocks,SCH3,3,healthy,porm,54,Porites,massive
Science Blocks,SCH3,3,healthy,acrt,23,Acropora,table
Science Blocks,SCH3,3,healthy,acrt,48,Acropora,table
Science Blocks,SCH3,3,healthy,porm,22,Porites,massive
Science Blocks,SCH3,3,healthy,pore,7,Porites,encrusting
Science Blocks,SCH3,3,healthy,isoc,75,Isopora,columnar
Science Blocks,SCH3,3,healthy,acro,7,Acropora,corymbose
Science Blocks,SCH3,3,healthy,isoc,68,Isopora,columnar
Science Blocks,SCH3,4,healthy,acro,26,Acropora,corymbose
Science Blocks,SCH3,4,healthy,acro,16,Acropora,corymbose
Science Blocks,SCH3,4,healthy,isoc,30,Isopora,columnar
Science Blocks,SCH3,4,healthy,porm,14,Porites,massive
Science Blocks,SCH3,4,healthy,pore,6,Porites,encrusting
Science Blocks,SCH3,4,healthy,isos,12,Isopora,submassive
Science Blocks,SCH3,4,healthy,isos,8,Isopora,submassive
Science Blocks,SCH3,4,healthy,isoc,16,Isopora,columnar
Science Blocks,SCH3,4,healthy,ecpp,14,Echinopora,plating
Science Blocks,SCH3,4,healthy,acrb,20,Acropora,caespitose
Science Blocks,SCH3,4,healthy,acro,4,Acropora,corymbose
Science Blocks,SCH3,4,healthy,acro,12,Acropora,corymbose
Science Blocks,SCH3,4,healthy,acro,9,Acropora,corymbose
Science Blocks,SCH3,4,healthy,isos,10,Isopora,submassive
Science Blocks,SCH3,4,healthy,isos,13,Isopora,submassive
Science Blocks,SCH3,4,healthy,favm,16,Favia,massive
Science Blocks,SCH3,4,healthy,acrb,4,Acropora,caespitose
Science Blocks,SCH3,4,healthy,acrb,25,Acropora,caespitose
Science Blocks,SCH3,4,healthy,acrb,35,Acropora,caespitose
Science Blocks,SCH3,4,healthy,acrb,49,Acropora,caespitose
Science Blocks,SCH3,4,healthy,acrb,16,Acropora,caespitose
Science Blocks,SCH3,4,healthy,acrb,14,Acropora,caespitose
Science Blocks,SCH3,4,healthy,acrb,3,Acropora,caespitose
Science Blocks,SCH3,4,healthy,mope,9,Montipora,encrusting
Science Blocks,SCH3,4,healthy,acrb,6,Acropora,caespitose
Science Blocks,SCH3,4,healthy,serb,14,Seriatopora,branching
Science Blocks,SCH3,4,healthy,isoc,8,Isopora,columnar
Science Blocks,SCH3,4,healthy,fun,5,Fungia,freeliving
Science Blocks,SCH3,4,healthy,acrb,26,Acropora,caespitose
Science Blocks,SCH3,4,healthy,acrb,17,Acropora,caespitose
Science Blocks,SCH3,4,healthy,serb,5,Seriatopora,branching
Science Blocks,SCH3,4,healthy,isos,5,Isopora,submassive
Science Blocks,SCH3,4,healthy,acro,27,Acropora,corymbose
Science Blocks,SCH3,4,healthy,acrb,7,Acropora,caespitose
